Datetime,ssrdc,ssrd,t2m,v10,u10
2023-01-01 07:00:00,0.0,0.0,294.73804,-1.3201208,-1.433547
2023-01-01 08:00:00,156.89568,132.23222,296.8103,-1.5934343,-1.9901361
2023-01-01 09:00:00,381.2646,334.87827,298.91235,-2.211646,-3.0263329
2023-01-01 10:00:00,591.0275,568.49786,300.1985,-2.933199,-4.43804
2023-01-01 11:00:00,755.4286,634.78973,300.80273,-2.955639,-4.631729
2023-01-01 12:00:00,854.63446,725.7658,301.36646,-3.0418844,-4.7173004
2023-01-01 13:00:00,881.70166,697.4914,301.39258,-3.012601,-4.568409
2023-01-01 14:00:00,835.1655,648.44806,301.23315,-2.8994799,-4.3770685
2023-01-01 15:00:00,719.8014,566.3139,300.9463,-2.7210054,-4.1588297
2023-01-01 16:00:00,544.7095,463.2389,300.35645,-2.5804424,-3.9051962
2023-01-01 17:00:00,329.52667,280.855,299.41284,-2.384983,-3.3551025
2023-01-01 18:00:00,109.57,100.57333,298.2998,-1.874011,-2.3429308
2023-01-01 19:00:00,1.4222223,1.4933333,297.78784,-1.4650869,-2.0341291
2023-01-01 20:00:00,,,297.33887,-1.5535784,-1.899046
2023-01-01 21:00:00,,,296.81055,-1.4988928,-1.6848726
2023-01-01 22:00:00,,,296.28857,-1.3505926,-1.4713869
2023-01-01 23:00:00,,,295.85425,-1.159627,-1.2298021
2023-01-02 00:00:00,,,295.1936,-1.0773458,-1.0500774
2023-01-02 01:00:00,,,294.73828,-1.0924883,-1.0140467
2023-01-02 02:00:00,,,294.7881,-1.1083899,-1.0367165
2023-01-02 03:00:00,,,294.1963,-1.1080904,-1.0319052
2023-01-02 04:00:00,,,294.27783,-1.1920509,-1.1628828
2023-01-02 05:00:00,,,294.10254,-1.2700348,-1.2681837
2023-01-02 06:00:00,,,294.10205,-1.3262186,-1.4042807
2023-01-02 07:00:00,0.0,0.0,294.2854,-1.4412346,-1.2845993
2023-01-02 08:00:00,165.411,163.8262,296.927,-1.8072329,-1.7947788
2023-01-02 09:00:00,393.69772,393.13644,299.05664,-2.6322584,-3.2902298
2023-01-02 10:00:00,603.3577,530.7663,300.01147,-2.638976,-3.860962
2023-01-02 11:00:00,765.55585,623.36646,300.68213,-2.4665508,-3.9408836
2023-01-02 12:00:00,864.08417,656.5835,301.13867,-2.1726303,-4.142761
2023-01-02 13:00:00,889.7242,505.22473,300.7378,-2.2811422,-3.829423
2023-01-02 14:00:00,842.0353,687.2478,300.95435,-2.349533,-3.5190477
2023-01-02 15:00:00,727.0797,642.42194,300.84937,-2.5545654,-3.3618517
2023-01-02 16:00:00,550.16,473.70557,300.29224,-2.7758827,-3.4895096
2023-01-02 17:00:00,332.05945,279.4822,299.44653,-2.8011532,-3.473094
2023-01-02 18:00:00,110.455,93.59778,298.39697,-2.2100477,-2.6593456
2023-01-02 19:00:00,1.5644444,1.5644444,297.59204,-2.1658697,-2.636633
2023-01-02 20:00:00,,,297.19946,-1.9582586,-2.5272684
2023-01-02 21:00:00,,,297.08203,-1.8743153,-2.3991537
2023-01-02 22:00:00,,,296.86987,-1.7109528,-2.2263985
2023-01-02 23:00:00,,,296.92944,-1.5501804,-2.1807756
2023-01-03 00:00:00,,,296.6731,-1.2020721,-1.8684244
2023-01-03 01:00:00,,,296.57544,-0.9378061,-1.5995398
2023-01-03 02:00:00,,,296.40894,-0.8154516,-1.4908113
2023-01-03 03:00:00,,,295.97388,-0.73215675,-1.3293953
