Datetime,ssrdc,ssrd,t2m,u10,v10,I,Temperature,Wind speed,Wind direction,Iclr
2023-01-01 00:00:00,,,,,,,,,,
2023-01-01 00:15:00,,,,,,,,,,
2023-01-01 00:30:00,,,,,,,,,,
2023-01-01 00:45:00,,,,,,,,,,
2023-01-01 01:00:00,,,,,,,,,,
2023-01-01 01:15:00,,,,,,,,,,
2023-01-01 01:30:00,,,,,,,,,,
2023-01-01 01:45:00,,,,,,,,,,
2023-01-01 02:00:00,,,,,,,,,,
2023-01-01 02:15:00,,,,,,,,,,
2023-01-01 02:30:00,,,,,,,,,,
2023-01-01 02:45:00,,,,,,,,,,
2023-01-01 03:00:00,,,,,,,,,,
2023-01-01 03:15:00,,,,,,,,,,
2023-01-01 03:30:00,,,,,,,,,,
2023-01-01 03:45:00,,,,,,,,,,
2023-01-01 04:00:00,,,,,,,,,,
2023-01-01 04:15:00,,,,,,,,,,
2023-01-01 04:30:00,,,,,,,,,,
2023-01-01 04:45:00,,,,,,,,,,
2023-01-01 05:00:00,,,,,,,,,,
2023-01-01 05:15:00,,,,,,,,,,
2023-01-01 05:30:00,,,,,,,,,,
2023-01-01 05:45:00,,,,,,,,,,
2023-01-01 06:00:00,,,,,,,,,,
2023-01-01 06:15:00,,,,,,,,,,
2023-01-01 06:30:00,,,,,,,,,,
2023-01-01 06:45:00,,,,,,,,,,
2023-01-01 07:00:00,0.0,0.0,291.95825,-3.181838,-2.6108923,,,,,
2023-01-01 07:15:00,34.089474,31.9025,292.25916,-3.2485976,-2.5968843,,,,,
2023-01-01 07:30:00,68.17895,63.805,292.56006,-3.3153572,-2.5828762,,,,,
2023-01-01 07:45:00,102.26842,95.707504,292.86096,-3.3821168,-2.5688682,,,,,
2023-01-01 08:00:00,136.3579,127.61,293.16187,-3.4488764,-2.55486,,,,,
2023-01-01 08:15:00,192.82346,184.83374,293.57837,-3.580118,-2.5138564,,,,,
2023-01-01 08:30:00,249.28903,242.05746,293.99487,-3.7113595,-2.4728527,,,,,
2023-01-01 08:45:00,305.75458,299.28122,294.41138,-3.842601,-2.431849,,,,,
2023-01-01 09:00:00,362.22015,356.50494,294.82788,-3.9738426,-2.3908453,,,,,
2023-01-01 09:15:00,413.81088,408.9765,295.3136,-3.881823,-2.4118097,,,,,
2023-01-01 09:30:00,465.4016,461.44806,295.79932,-3.7898035,-2.432774,,,,,
2023-01-01 09:45:00,516.9923,513.9196,296.28503,-3.697784,-2.4537385,,,,,
2023-01-01 10:00:00,568.58307,566.3912,296.77075,-3.6057644,-2.4747028,,,,,
2023-01-01 10:15:00,607.9033,603.713,297.22742,-3.5892453,-2.5599637,,,,,
2023-01-01 10:30:00,647.22363,641.0349,297.68408,-3.5727262,-2.6452246,,,,,
2023-01-01 10:45:00,686.54395,678.35675,298.14075,-3.5562072,-2.7304854,,,,,
2023-01-01 11:00:00,725.8642,715.6786,298.5974,-3.539688,-2.8157463,,,,,
2023-01-01 11:15:00,749.7012,731.2582,298.92712,-3.4858246,-2.868924,,,,,
2023-01-01 11:30:00,773.5382,746.83777,299.25684,-3.431961,-2.9221015,,,,,
2023-01-01 11:45:00,797.37524,762.41736,299.58655,-3.3780975,-2.975279,,,,,
2023-01-01 12:00:00,821.2122,777.99695,299.91626,-3.324234,-3.0284567,,,,,
2023-01-01 12:15:00,827.1079,789.16833,300.17377,-3.3188715,-3.012774,,,,,
