Datetime,GHI,ssrd,str,ssr,I,Short-wave irradiation
2023-01-01 00:00:00,0.0,,,,,
2023-01-01 01:00:00,0.0,,,,,
2023-01-01 02:00:00,0.0,,,,,
2023-01-01 03:00:00,0.0,,,,,
2023-01-01 04:00:00,0.0,,,,,
2023-01-01 05:00:00,0.0,,,,,
2023-01-01 06:00:00,0.0,,,,,
2023-01-01 07:00:00,2.7792,11328.0,-240392.62,9728.0,,
2023-01-01 08:00:00,120.9435,426432.0,-273375.7,367168.0,,
2023-01-01 09:00:00,345.9196,1161792.0,-324125.06,1007744.0,,
2023-01-01 10:00:00,558.1633,1763008.0,-352237.0,1533568.0,,
2023-01-01 11:00:00,719.9903,2335168.0,-390516.0,2032512.0,,
2023-01-01 12:00:00,815.1913,2456704.0,-387200.0,2141120.0,,
2023-01-01 13:00:00,837.8077,2822912.0,-429996.0,2461632.0,,
2023-01-01 14:00:00,786.0684,2800256.0,-438517.0,2445632.0,,
2023-01-01 15:00:00,664.1069,2373824.0,-414941.0,2071808.0,,
2023-01-01 16:00:00,482.3009,1737792.0,-380209.88,1513088.0,,
2023-01-01 17:00:00,263.1307,971200.0,-337523.0,841920.0,,
2023-01-01 18:00:00,60.6555,242752.0,-282489.0,208704.0,,
2023-01-01 19:00:00,0.0,0.0,-235393.0,3.5999988e-12,,
2023-01-01 20:00:00,0.0,0.0,-234008.0,3.5999988e-12,,
2023-01-01 21:00:00,0.0,0.0,-235401.0,3.5999988e-12,,
2023-01-01 22:00:00,0.0,0.0,-230794.0,3.5999988e-12,,
2023-01-01 23:00:00,0.0,0.0,-213413.0,3.5999988e-12,,
2023-01-02 00:00:00,0.0,0.0,-222450.0,3.5999988e-12,,
2023-01-02 01:00:00,0.0,0.0,-189274.0,3.5999988e-12,,
2023-01-02 02:00:00,0.0,0.0,-220899.0,3.5999988e-12,,
2023-01-02 03:00:00,0.0,0.0,-213689.0,3.5999988e-12,,
2023-01-02 04:00:00,0.0,0.0,-198242.0,3.5999988e-12,,
2023-01-02 05:00:00,0.0,0.0,-199178.0,3.5999988e-12,,
2023-01-02 06:00:00,0.0,0.0,-190689.62,3.5999988e-12,,
2023-01-02 07:00:00,2.3046,8896.0,-141929.56,7680.0,,
2023-01-02 08:00:00,97.8515,305920.0,-174987.62,263040.0,,
2023-01-02 09:00:00,250.1085,771008.0,-152338.25,668544.0,,
2023-01-02 10:00:00,459.6225,994880.0,-154207.12,867776.0,,
2023-01-02 11:00:00,493.4109,1600896.0,-186304.75,1388224.0,,
2023-01-02 12:00:00,576.0381,1478144.0,-180936.06,1276416.0,,
2023-01-02 13:00:00,707.3845,2071232.0,-225770.44,1797120.0,,
2023-01-02 14:00:00,673.5144,1993920.0,-269334.56,1759616.0,,
2023-01-02 15:00:00,443.7861,1831808.0,-258934.5,1597952.0,,
2023-01-02 16:00:00,306.2287,1402368.0,-252120.81,1224128.0,,
2023-01-02 17:00:00,157.712,813632.0,-206468.0,705472.0,,
2023-01-02 18:00:00,38.6985,218688.0,-193901.0,188288.0,,
2023-01-02 19:00:00,0.0,0.0,-159069.0,3.5999988e-12,,
2023-01-02 20:00:00,0.0,0.0,-146304.0,3.5999988e-12,,
2023-01-02 21:00:00,0.0,0.0,-144378.0,3.5999988e-12,,
2023-01-02 22:00:00,0.0,0.0,-140856.0,3.5999988e-12,,
2023-01-02 23:00:00,0.0,0.0,-116096.0,3.5999988e-12,,
2023-01-03 00:00:00,0.0,0.0,-142898.0,3.5999988e-12,,
2023-01-03 01:00:00,0.0,0.0,-143823.0,3.5999988e-12,,
2023-01-03 02:00:00,0.0,0.0,-166261.0,3.5999988e-12,,
2023-01-03 03:00:00,0.0,0.0,-155027.0,3.5999988e-12,,
2023-01-03 04:00:00,0.0,0.0,-144694.0,3.5999988e-12,,
2023-01-03 05:00:00,0.0,0.0,-139797.0,3.5999988e-12,,
2023-01-03 06:00:00,0.0,0.0,-118505.0,3.5999988e-12,,
2023-01-03 07:00:00,0.2933,8128.0,-119777.19,7040.0,,
2023-01-03 08:00:00,24.3222,319936.0,-151433.0,277568.0,,
2023-01-03 09:00:00,166.9549,850304.0,-188431.81,746048.0,,
2023-01-03 10:00:00,458.1805,1641088.0,-229648.25,1426560.0,,
2023-01-03 11:00:00,625.9541,2173888.0,-264778.56,1902976.0,,
2023-01-03 12:00:00,516.7253,2300480.0,-294100.75,2015616.0,,
2023-01-03 13:00:00,573.9937,2674816.0,-335043.94,2338432.0,,
2023-01-03 14:00:00,178.6595,1663808.0,-171880.12,1449984.0,,
2023-01-03 15:00:00,93.9052,1500032.0,-197748.44,1305792.0,,
2023-01-03 16:00:00,115.876,883904.0,-141245.62,772032.0,,
2023-01-03 17:00:00,81.7501,460096.0,-109590.0,397888.0,,
2023-01-03 18:00:00,17.1161,86592.0,-79433.0,74944.0,,
2023-01-03 19:00:00,0.0,0.0,-59992.0,3.5999988e-12,,
2023-01-03 20:00:00,0.0,0.0,-65904.0,3.5999988e-12,,
2023-01-03 21:00:00,0.0,0.0,-71608.94,3.5999988e-12,,
2023-01-03 22:00:00,0.0,0.0,-75143.0,3.5999988e-12,,
2023-01-03 23:00:00,0.0,0.0,-72098.0,3.5999988e-12,,
2023-01-04 00:00:00,0.0,0.0,-60805.0,3.5999988e-12,,
2023-01-04 01:00:00,0.0,0.0,-60407.0,3.5999988e-12,,
2023-01-04 02:00:00,0.0,0.0,-74009.0,3.5999988e-12,,
2023-01-04 03:00:00,0.0,0.0,-105400.0,3.5999988e-12,,
2023-01-04 04:00:00,0.0,0.0,-113361.0,3.5999988e-12,,
2023-01-04 05:00:00,0.0,0.0,-116085.69,3.5999988e-12,,
2023-01-04 06:00:00,0.0,0.0,-135850.69,3.5999988e-12,,
2023-01-04 07:00:00,0.311,7936.0,-167901.38,6848.0,,
2023-01-04 08:00:00,15.3316,376128.0,-188708.62,324096.0,,
2023-01-04 09:00:00,94.7287,1027904.0,-228812.94,894144.0,,
2023-01-04 10:00:00,288.9748,1580288.0,-224397.69,1370304.0,,
2023-01-04 11:00:00,512.3583,2101888.0,-299185.75,1838976.0,,
2023-01-04 12:00:00,674.5765,2746304.0,-351548.0,2400640.0,,
2023-01-04 13:00:00,761.0007,2897088.0,-366448.25,2533696.0,,
